"id","pos_id","position_name","subposition","status","code","order_id","type_code","gcode","level_edu","duration_typ","csbanew"
"306","9022014010852","KARIMGANJ","KISHORGONJ",,"Thana","306",,,,,
"307","9022014007807","KATIADI","KISHORGONJ",,"Thana","307",,,,,
"308","9022014006551","KISHOREGANJ SADAR","KISHORGONJ",,"Thana","308",,,,,
"309","9022014012129","KULIARCHAR","KISHORGONJ",,"Thana","309",,,,,
"310","9022014006402","MITHAMAIN","KISHORGONJ",,"Thana","310",,,,,
"311","9022014005288","NIKLI","KISHORGONJ",,"Thana","311",,,,,
"312","9022014005515","PAKUNDIA","KISHORGONJ",,"Thana","312",,,,,
"313","9022014003728","TARAIL","KISHORGONJ",,"Thana","313",,,,,
"314","9022014010715","KALKINI","MADARIPUR",,"Thana","314",,,,,
"315","9022014008099","MADARIPUR SADAR","MADARIPUR",,"Thana","315",,,,,
"316","9022014005141","RAJOIR","MADARIPUR",,"Thana","316",,,,,
"317","9022014008425","SHIB CHAR","MADARIPUR",,"Thana","317",,,,,
"318","9022014009908","DAULATPUR","MANIKGONJ",,"Thana","318",,,,,
"319","9022014011172","GHIOR","MANIKGONJ",,"Thana","319",,,,,
"320","9022014010616","HARIRAMPUR","MANIKGONJ",,"Thana","320",,,,,
"321","9022014005606","MANIKGANJ SADAR","MANIKGONJ",,"Thana","321",,,,,
"322","9022014004607","SATURIA","MANIKGONJ",,"Thana","322",,,,,
"323","9022014006304","SHIBALAYA","MANIKGONJ",,"Thana","323",,,,,
"324","9022014004417","SINGAIR","MANIKGONJ",,"Thana","324",,,,,
"325","9022014004156","GAZARIA","MUNSHIGONJ",,"Thana","325",,,,,
"326","9022014004488","LOHAJANG","MUNSHIGONJ",,"Thana","326",,,,,
"327","9022014009091","MUNSHIGANJ SADAR","MUNSHIGONJ",,"Thana","327",,,,,
"328","9022014008710","SERAJDIKHAN","MUNSHIGONJ",,"Thana","328",,,,,
"329","9022014005706","SREENAGAR","MUNSHIGONJ",,"Thana","329",,,,,
"330","9022014006763","TONGIBARI","MUNSHIGONJ",,"Thana","330",,,,,
"331","9022014005260","BHALUKA","MYMENSINGH",,"Thana","331",,,,,
"332","9022014008499","DHOBAURA","MYMENSINGH",,"Thana","332",,,,,
"333","9022014010209","FULBARIA","MYMENSINGH",,"Thana","333",,,,,
"334","9022014009043","GAFFARGAON","MYMENSINGH",,"Thana","334",,,,,
"335","9022014009265","GAURIPUR","MYMENSINGH",,"Thana","335",,,,,
"336","9022014003662","HALUAGHAT","MYMENSINGH",,"Thana","336",,,,,
"337","9022014011809","ISHWARGANJ","MYMENSINGH",,"Thana","337",,,,,
"338","9022014005567","MYMENSINGH SADAR","MYMENSINGH",,"Thana","338",,,,,
"339","9022014012015","MUKTAGACHHA","MYMENSINGH",,"Thana","339",,,,,
"340","9022014011008","NANDAIL","MYMENSINGH",,"Thana","340",,,,,
"341","9022014009499","PHULPUR","MYMENSINGH",,"Thana","341",,,,,
"342","9022014006107","TRISHAL","MYMENSINGH",,"Thana","342",,,,,
"852","7122014106400","NALDANGA","NATORE",,"Thana","832",,,,,
"851","6122014139430","VALUKA","MYMENSINGH",,"Thana","832",,,,,
"850","1122014127180","MIRZAGONJ","PATUAKHALI",,"Thana","832",,,,,
"849","14092014064300","TARAKANDA","MYMENSINGH",,"Thana","832",,,,,
"353","9022014011136","ARAIHAZAR","NARAYANGONJ",,"Thana","353",,,,,
"354","9022014009538","SONARGAON","NARAYANGONJ",,"Thana","354",,,,,
"355","9022014010441","BANDAR","NARAYANGONJ",,"Thana","355",,,,,
"356","9022014010894","NARAYANGANJ SADAR","NARAYANGONJ",,"Thana","356",,,,,
"357","9022014010018","RUPGANJ","NARAYANGONJ",,"Thana","357",,,,,
"358","9022014004487","BELABO","NARSINGDI",,"Thana","358",,,,,
"359","9022014005702","MANOHARDI","NARSINGDI",,"Thana","359",,,,,
"360","9022014008239","NARSINGDI SADAR","NARSINGDI",,"Thana","360",,,,,
"361","9022014012974","PALASH","NARSINGDI",,"Thana","361",,,,,
"362","9022014004748","ROYPURA","NARSINGDI",,"Thana","362",,,,,
"363","9022014011815","SHIBPUR","NARSINGDI",,"Thana","363",,,,,
