id,pos_id,position_name,subposition,status,code,order_id,type_code,gcode,level_edu,duration_typ,csbanew,rnm,pre,post,icode,scode
807,11032014133298,"Kumudini Nursing College, Mirzapur, Tangail",PRI53,,Institute,799,Private,College,70,0,,,60,60,22102,
808,11032014133112,"State College of Health Sciences, Dhaka",PRI54,,Institute,800,Private,College,,,,,40,50,22101,
809,11032014137980,"International Nursing College, Tongi, Gazipur",PRI55,,Institute,801,Private,College,,,,,40,30,22103,
810,11032014140349,"Square College of Nursing, Dhaka",PRI56,,Institute,802,Private,College,,,,,50,0,22107,
811,11032014133250,"United College of Nursing, Gulshan, Dhaka",PRI57,,Institute,803,Private,College,,,,,40,20,22108,
812,11032014137786,"BIRDEM Nursing College, Dhaka",PRI58,,Institute,804,Private,College,,,,,50,50,22113,
813,11032014134341,"Dept. of Nursing, IUBAT, Uttara, Dhaka",PRI59,,Institute,805,Private,College,,,,,125,0,22118,
814,11032014142376,"S.M.U.R. M. Hospital, Bangla Bazar, Dhaka",JM01,,Institute,806,Private,Institute,,,,,0,0,,
815,11032014134319,"Memon Maternity Hospital, Chittagong",JM02,,Institute,807,Private,Institute,,,,,0,0,222109,
816,11032014138159,"Chandpur Red-Crescent Maternity Hospital, Chandpur",JM03,,Institute,808,Private,Institute,,,,,0,0,,
817,11032014136258,"Fatema Hospital, Jessore",JM04,,Institute,809,Private,Institute,,,,,0,0,222111,
818,11032014135674,"Christian Hospital, Bogra",JM05,,Institute,810,Private,Institute,,,,,0,0,222113,
833,28062014087000,"B.A Siddiki R.C Nursing Institute, Dhaka",JM06,,Institute,824,Private,Institute,,,,,0,0,,
834,28062014093300,"Ad-din Maternity Hospital, Jessore",JM07,,Institute,825,Private,Institute,,,,,0,0,,
836,28062014094100,"Jameson Red-Crescent Maternity Hospital,CTG",JM09,,Institute,827,Private,Institute,,,,,0,0,,
955,27092016159096,"BF Community Paramedic Institute, Joypurhat",CP06,,Institute,942,Private,Institute,,,,,,,222123,
842,28062014091500,National Institute of Medical and Dental Technolog...,CP15,,Institute,833,Private,Institute,,,,,0,0,,
843,28062014097000,"Institute of Health Science, Keraniganj, Dhaka",CP20,,Institute,834,Private,Institute,,,,,0,0,222137,
847,21082014060800,"CSBA Training center model clinic, Barisal",PRI61,,Institute,836,Private,Institute,,,,,0,0,,
848,14092014069300,MCWC Comilla CSBA institute,CSBAPUB,,Institute,837,Public,Institute,,,,,0,0,,
849,18092014048000,"CSBA Training Center-Model Family Planning Clinic,...",CSBAPUB1,,Institute,838,Public,Institute,,,,,0,0,,
851,5112014077640,"Scholars Nursing Institute, Mymensingh",PRI63,,Institute,840,Private,Institute,30,,,,0,0,22252,
852,5112014077620,"Skabo Nursing College, Mymensingh",PRI64,,Institute,841,Private,Institute,60,,,,0,0,22253,
853,5112014078270,"Gazi Munibur Rahman Nursing College, Patuakhali",PRI65,,Institute,842,Private,Institute,60,,,,0,0,22254,
854,5112014083060,"BADS Nursing Institute, Bogra",PRI66,,Institute,843,Private,Institute,40,,,,0,0,22255,
855,5112014077900,"MH Samorita Nursing College, Dhaka",PRI67,,Institute,844,Private,Institute,40,,,,40,30,22126,
856,24112014099300,"RTC, Tala, Satkhira",CP21,,Institute,845,Public,Institute,,,,,0,0,,
857,24112014101600,"RTC, Agailjhara, Barisal",CP22,,Institute,846,Public,Institute,,,,,0,0,,
858,24112014100100,"RTC, Dhamrai, Dhaka",CP23,,Institute,847,Public,Institute,,,,,0,0,,
859,24112014101300,"RTC, Sitakunda, Chittagong",CP24,,Institute,848,Public,Institute,,,,,0,0,,
860,24112014103000,"Birampur Community Paramedic Institute, Birampur, ...",CP25,,Institute,849,Private,Institute,,,,,0,0,222138,
861,24112014095200,"Rabeya Community Paramedic Institute, Savar, Dhaka",CP26,,Institute,850,Private,Institute,,,,,0,0,222139,
862,1122014074640,"Medical College Hospital, Tangail",CP27,,Institute,851,Public,Institute,,,,,0,0,,
865,8032015038630,"Upazilla Health Complex, Bogra",CSBAPUB2,,Institute,854,Public,Institute,,,,,0,0,,
866,9062015090400,"Civil Surgeon Office, Tangail",PUB44,,Institute,855,Public,Institute,,,,,0,0,,
868,7072015074520,"Uttarbango Nursing Institute, Bogra",PRI68,,Institute,856,Private,Institute,40,,,,0,0,22257,
869,7072015077640,"Pallabi Nursing Institute, Mirpur, Dhaka",PRI69,,Institute,857,Private,Institute,60,40,,,0,0,22258,
870,7072015088950,"Sylhet Red-Crescent Nursing Institute, Sylhet",PRI70,,Institute,858,Private,Institute,50,,,,0,0,22259,
871,7072015087990,"MRM Hospital and Nursing Institute, Bancharampur, ...",PRI71,,Institute,859,Private,Institute,40,,,,0,0,22260,
872,7072015090100,"Dhaka Central Int. Nursing College And Inst, Shamo...",PRI72,,Institute,860,Private,Institute,50,,,,50,30,22122,
873,7072015085770,"Al-Helal Nursing Institute, Mirpur-11, Dhaka",PRI73,,Institute,861,Private,Institute,30,,,,0,0,22262,
874,8072015054470,"Anowara Nursing College, Dinajpur",PRI74,,Institute,862,Private,Institute,80,,,,50,0,22263,
875,8072015059800,"Hamida Nursing Institute, Mirpur, Dhaka",PRI75,,Institute,863,Private,Institute,60,,,,0,0,22264,
876,8072015055450,"Udayan Nursing College, Rajshahi",PRI76,,Institute,864,Private,College,70,,,,50,50,22130,
877,8072015058570,"DWF Nursing College, Barisal",PRI77,,Institute,865,Private,College,60,0,,,0,30,22266,
878,8072015053810,"NIMDT Nursing Institute, Mohammadpur, Dhaka",PRI78,,Institute,866,Private,Institute,30,,,,0,0,22267,
879,9072015062000,"Rangpur Army Nursing College, Rangpur",PRI79,,Institute,867,Private,College,,,,,50,0,11110,
880,9072015061950,"Chittagong Army Nursing College, Chittagong",PRI80,,Institute,868,Private,College,,,,,50,0,11111,
881,9072015065830,Army Nursing College Comilla,PRI81,,Institute,869,Private,College,,,,,50,0,11112,
882,9072015062360,"Jessore Army Nursing College, Jessore",PRI82,,Institute,870,Private,College,,,,,50,0,11113,
883,9072015066640,"Bogra Army Nursing College, Bogra",PRI83,,Institute,871,Private,College,,,,,50,0,11114,
884,9072015065870,"Jahurul Islam Nursing College, Bajitpur, Kishorgon...",PRI84,,Institute,872,Private,College,60,,,,50,30,22123,
885,27072015097300,"Armed Forces Medical Institute, Dhaka",PUB85,,Institute,873,Public,College,,,,,0,0,,
887,9092015052740,"Institute of Community Health-Bangladesh, Dhaka",CP28,,Institute,875,Private,Institute,,,,,0,0,222124,
889,1102015034980,"GARCM Hospital and Traing Institute, Chandpur",JM11,,Institute,877,Private,Institute,,,,,0,0,222110,
890,6102015053140,"Prime Nursing College, Rangpur",PRI189,,Institute,878,Private,College,80,40,,,70,85,22106,
891,12102015087000,"Dr. Jubeida Khatoon Nursing Institute, Rajshahi",PRI190,,Institute,879,Private,Institute,40,,,,0,0,22279,
892,14102015046100,Manikgonj Nursing College,PUB191,,Institute,880,Public,College,,25,,,0,0,11119,
893,28102015035100,"DWF Midwifery Institute, Patuakhali",MI1,,Institute,881,Private,Institute,,35,,,0,0,222149,
894,23112015072500,Sheikh Fazilatunnessa Mujib Memorial KPJ Specializ...,PRI192,,Institute,882,Private,College,0,0,,,50,40,22119,
895,13122015131000,"Dinajpur Nursing College, Dinajpur",PUBC12,,Institute,883,Public,College,,25,,,80,0,11120,
896,31122015047900,"BRAC University Dhaka Centre, Dhaka",MI2,,Institute,884,Private,Institute,0,50,,,0,0,222144,
897,31122015043900,"BRAC University Shimantik Centre, Sylhet",MI3,,Institute,885,Private,Institute,0,30,,,0,0,222143,
898,31122015045900,"BRAC University FIVDB Centre, Sylhet",MI4,,Institute,886,Private,Institute,0,30,,,0,0,222142,
899,31122015052200,"BRAC University GBC-CHP Centre, Mymensingh",MI5,,Institute,887,Private,Institute,0,30,,,0,0,222145,
900,31122015050900,"BRAC University LAMB Centre, Parbatipur, Dinajpur",MI6,,Institute,888,Private,Institute,0,30,,,0,0,222141,
901,31122015052100,"BRAC University PHD Centre, Khulna",MI7,,Institute,889,Private,Institute,0,30,,,0,0,222146,
902,31122015048400,"BRAC University Hope Foundation Centre, Cox’s Ba...",MI8,,Institute,890,Private,Institute,0,30,,,0,0,222147,
903,31122015050200,"ICMH Midwifery Institute, Matuail, Dhaka",MI9,,Institute,891,Private,Institute,0,30,,,0,0,222148,
957,27102016119430,"Bangladesh Institute of Child Health, Dhaka",HOS19,,Institute,944,Private,Institute,,,,,,,222170,
905,31122015053500,"Sahera Hasan Midwifery Institute, Manikgonj",MI11,,Institute,893,Private,Institute,0,25,,,0,0,222151,
906,31122015056000,"TMSS Nursing College, Bogra-Midwifery",MI12,,Institute,894,Private,Institute,0,30,,,0,0,222152,
908,3012016055540,"Salauddin Nursing Institute, Dhaka",PRI191,,Institute,896,Private,Institute,50,0,,,0,0,22268,
909,3012016069290,"Prince Nursing Institute, Savar, Dhaka",PRI300,,Institute,897,Private,Institute,50,0,,,0,0,22269,
910,3012016071640,"Uttara Adhunik Nursing Institute, Uttara, Dhaka",PRI193,,Institute,898,Private,Institute,50,0,,,0,0,22270,
911,3012016070860,"Royal Nursing Institute, Gazipur",PRI194,,Institute,899,Private,Institute,50,0,,,0,0,22271,
912,3012016072860,"Shahjalal (Rh) Nursing Institute, Tangail",PRI195,,Institute,900,Private,Institute,50,0,,,0,0,22272,
913,3012016065150,"Madhupur Nursing Institute, Tangail",PRI196,,Institute,901,Private,Institute,50,0,,,0,0,22273,
914,4012016057670,"Professor Sohrab Uddin Nursing Institute, Tangail",PRI197,,Institute,902,Private,Institute,30,0,,,0,0,22274,
915,4012016056330,"Bir Muktijudda S. A Salam Nursing Institute, Farid...",PRI198,,Institute,903,Private,Institute,30,0,,,0,0,22275,
916,4012016061290,"Rezwan Mollah Nursing Institute, Faridpur",PRI199,,Institute,904,Private,Institute,40,0,,,0,0,22276,
917,4012016060840,"Abdullah Nursing Institute, Rajbari",PRI200,,Institute,905,Private,Institute,40,0,,,0,0,22277,
918,4012016070820,"ART Nursing College, Comilla",PRI201,,Institute,906,Private,Institute,50,0,,,50,40,22131,
919,4012016063320,"Mahi Sawer Nursing Institute, Bogra",PRI202,,Institute,907,Private,Institute,40,0,,,0,0,22280,
920,4012016068240,"SDDL Nursing Institute, Bogra",PRI203,,Institute,908,Private,Institute,50,0,,,0,0,22281,
921,4012016070370,"SIT-Faundation Nursing Institute, Bogra",PRI204,,Institute,909,Private,Institute,30,0,,,0,0,22282,
